faq_id,converted_question,converted_answer,original_question,original_answer,include_ask_contact_info,user_gender,user_refers_to_assistant,user_refers_to_themselves,assistant_refers_to_user,assistant_refers_to_themselves,error
3,FPT Shop có chính sách giao hàng tận nhà không anh? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không em?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh nhé. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,em,anh,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh nhé. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal thì sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,not provide,not provide,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không anh? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không anh?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh nhé. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,anh,em,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không anh? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không chị?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh ạ. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,chị,em,anh,em,
3,"FPT Shop có chính sách giao hàng tận nhà không, cháu? Nếu giao hàng tại nhà mà chú không ưng sản phẩm thì có được trả lại không?","FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, chú ạ. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu chú không ưng ý với sản phẩm khi nhận hàng, chú có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu chú muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho chú theo chính sách đổi trả. Đối với các sản phẩm không seal, chú có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho chú, chú có thể cho cháu biết số điện thoại hoặc email của chú không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,cháu,chú,chú,cháu,
3,"Cô ơi, FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà anh không ưng sản phẩm thì có được trả lại không?","FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,cô,cháu,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không anh?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh ạ. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,cháu,not provide,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không ạ? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không ạ?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh ạ. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không ạ?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,not provide,cháu,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm thì có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, anh nhé. FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (đối với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,not provide,not provide,anh,em,
3,FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà mình không ưng sản phẩm thì có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu anh không ưng ý với sản phẩm khi nhận hàng, anh có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, nếu anh muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho anh theo chính sách đổi trả. Đối với các sản phẩm không seal, anh có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua. Để tư vấn tốt hơn cho anh, anh có thể cho em biết số điện thoại hoặc email của anh không?",FPT Shop có chính sách giao hàng tận nhà không? Nếu giao hàng tại nhà mà không ưng sản phẩm có được trả lại không?,"FPT Shop cam kết giao hàng toàn bộ 63 tỉnh thành, FPT Shop nhận giao đơn hàng có thời gian hẹn giao tại nhà trước 20h00. Miễn phí giao hàng với các đơn hàng trong bán kính 20km có đặt shop (Với đơn hàng có giá trị nhỏ hơn 100.000đ sẽ thu phí 10.000đ). Nếu Quý khách hàng không ưng ý với sản phẩm khi nhận hàng, Quý khách có thể từ chối mua hàng mà không mất bất cứ chi phí nào. Đối với các sản phẩm còn nguyên seal, khách hàng muốn bóc seal sẽ phải thanh toán 100% giá trị sản phẩm. Nếu không ưng, FPT Shop sẽ hỗ trợ đổi sản phẩm cho khách hàng theo chính sách đổi trả. Đối với các sản phẩm không seal, Quý khách hàng có thể kiểm tra máy mà không phải chịu bất cứ chi phí nào nếu không mua.",True,male,bạn,mình,anh,em,
